document_id,source,instrument_type,reviewed,candidate_relationships,notes
0cb9272f-a2d2-44ae-9e6d-127b8f030b4c,Revised draft Policy on Inspection_ Verification_ Monitoring and Overall Procedure Relating to_ Grant of Forest Clearances and Identification of Forests. 2014.pdf,guideline,False,1,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 7 references have multiple target editions and remain unresolved; see the backfill review queue."
0d1e1202-b42e-4e1c-811a-8c2e69444111,Guidelines on the Accredited Compensatory Afforestation 24.01.2023.pdf,guideline,False,3,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 9 references have multiple target editions and remain unresolved; see the backfill review queue."
0d505772-6d09-4dd7-895e-78e13d370c1e,Parivesh 2.0 Know Your Approval Manual.pdf,unknown,False,0,"Secondary explanatory material/manual; do not treat as a primary legal instrument. Automated draft, not SME reviewed. No currentness or supersession conclusion."
0e8b3bba-b7b1-4d99-a62a-27e61e4ed474,Authorization of Divisional Forest Officers to grant permission 11.12.25.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
0f94a35a-5f6f-4ef8-9645-7d2af2380320,W.P _ c_ 1164 of 2023 S.C.docx,unknown,False,0,"Secondary explanatory material/manual; do not treat as a primary legal instrument. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
0fee9b33-9acb-4494-bb77-793d528d3697,Extension of dispensation of one year Working Permission 01.01.25.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
100da9a7-184f-4024-9390-e2051f41457a,Clarification and directions sought 30.01.26.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
1051807a-f149-4baf-8621-4627d1941dc4,Standing Committee_s Decision Forest and Wildlife Clearance 18.03.24.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
10c46435-1f78-4969-ba64-aab03372c8d5,Environment _Protection_ Rules_ 1986 amended 2020.pdf,amendment,False,1,"Instrument self-identification clause: the Environment (Protection) Second Amendment Rules, 2020 Automated draft, not SME reviewed. No currentness or supersession conclusion."
10cb9ff1-56ed-4be1-8650-aa47fc8083d6,Clarification on -Dictionary meaning of forest 05.12.2019.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
10df6dca-b3df-4764-bdac-bc6334cc2584,Clarification on the provisions of raising CA 13.06.2023.pdf,clarification,False,2,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
1147276d-2151-4e21-8307-702ee5adee8f,Guidelines for conducting Cost Benefit Analysis for projects involving diversion of forest land under the provisions of the FC Act_ 1980 01.08.2017.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 5 references have multiple target editions and remain unresolved; see the backfill review queue."
126d134c-5934-4b93-b2a8-75582961c564,Clarifications on the process of approval involved VSES WLP Linear 01.10.24.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
12849ba6-7498-455a-9356-f256658f2d63,OFFSHORE AREAS MINERAL _DEVELOPMENT AND REGULATION_ ACT_ 2002.pdf,act,False,0,"Instrument self-identification clause: the Offshore Areas Mineral (Development and Regulation) Act, 2002 Automated draft, not SME reviewed. No currentness or supersession conclusion."
1293b984-3b54-4421-8d8f-f62001bab469,Guidelines for collection of NPV 16.03.2016.docx,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 4 references have multiple target editions and remain unresolved; see the backfill review queue."
13b1cac5-059d-430d-a738-92a8d5876c78,Felling permission of trees in ESZ of Protected area 29.09.2016.docx,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
14f20766-7b6e-4f65-bd00-78edaa430c47,CLB8BD_1.PDF,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
152b54e4-ee75-40ef-821f-0a789464bf69,HANDBOOK_GUIDELINES18_03_2019.pdf,handbook,False,3,"Handbook cover/title. Automated draft, not SME reviewed. No currentness or supersession conclusion. 107 references have multiple target editions and remain unresolved; see the backfill review queue."
171bd09d-a29b-4740-8e47-a18904aafa3a,Submission of proposals for exploration prospecting of minerals in forest area 20.11.2019.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
18073af1-0a38-4941-a47e-9a80d45a9c11,FCAmendmentAct2023.pdf,amendment,False,1,"Instrument self-identification clause: the Forest (Conservation) Amendment Act, 2023 Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
1b3b6d60-844b-44c6-bc1c-3b5501dbc7c7,Allowing Delhi Development Authority _DDA_ to retain Forest land created by way of compensatory afforestation in Delhi 18.10.2019.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
1bbb8f21-e8b3-428c-bfd0-2a893d909450,ensuring compliance of FRA during 2013.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 4 references have multiple target editions and remain unresolved; see the backfill review queue."
1c2266c5-0313-4e69-aedc-db1eb2c7ae7e,OM dated 18.03.24 issued by the WL Division of the MoEF _ CC WL _P_ Act 08.7.24.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
1c243db8-8652-438d-ac39-400477c7c8dd,Clarification on the mining proposals involving change in the land use 26.12.24.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
1da5bef9-85e4-46ae-bc5e-82615407a985,catchment area treatment plan amount -CAT Plan-2012.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
1e3e8e78-2951-48ce-bd5c-6bf5d24c5556,Simplified procedure for grant of permission for felling of trees standing on forest land to be diverted for execution of linear projects 27.09.2017.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
1f7c8a86-28a4-43eb-a3fc-542be8f3e848,changing status of forest land to revenue land in case of voluntary relocation of villages 20.05.2019.pdf,unknown,False,1,"Secondary explanatory material/manual; do not treat as a primary legal instrument. Automated draft, not SME reviewed. No currentness or supersession conclusion. 4 references have multiple target editions and remain unresolved; see the backfill review queue."
2041b954-ae66-44d9-b05f-a5bc1df305e2,UIDELI_1.PDF,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 4 references have multiple target editions and remain unresolved; see the backfill review queue."
21982e06-4895-4024-84f5-4706998161cd,14TFCR_2003.pdf,rules,False,0,"Primary instrument title; inspect edition. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
21c81491-9d51-4823-b696-4a73e7330792,APPROV_1.PDF,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 3 references have multiple target editions and remain unresolved; see the backfill review queue."
21ea4fee-e0dc-4fa3-b2bc-78b8a0f41d88,Guidelines under Forest _Conservation_ Act_ 1980_ in pursuance of the -The Mineral Laws _Amendment_ Act_ 2020 10.11.20.pdf,notification,False,0,"Commencement notification/covering correspondence; inspect attached operative notification. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
224df9bd-709a-46d4-b07b-2374dc693859,Streamlining the process of identification and notification CA 17.01.25.pdf,instruction,False,2,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
22c73753-2164-42ca-b12a-0748806c0db0,Allowing Delhi Development Authority _DDA_ to retain Forest land created by way of compensatory afforestation in Delhi 26.11.2019.pdf,instruction,False,1,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
22f53059-0a54-4f4f-b7fc-831b6f394f34,National Forest Policy_ 1952.pdf,notification,False,0,"Notification heading; citations do not establish that this document is an Act. Automated draft, not SME reviewed. No currentness or supersession conclusion."
2325e2b0-8e06-4b55-a0ec-cfda438cdb5a,Clarification sought by the Regional Office on the applicability of provisions 17.03.25.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
23acb3f9-9c11-434a-ba71-ba3e43cd8129,Clarification guidelines regarding charging of cost of trees in TL Cases 01.12.25.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
24e2c595-48e3-448b-b549-f77101e5bf10,General approval LWE District 25.02.2016.docx,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion. 3 references have multiple target editions and remain unresolved; see the backfill review queue."
255cb7e5-b301-4b56-b7f2-4b1a98ab5293,Exemption from the requirement of raising compensatory afforestation 05.01.26.pdf,guideline,False,2,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
25a33590-dc09-48d9-812a-e58320e67ce7,FC-FC DFO-Role Manual.pdf,unknown,False,0,"Secondary explanatory material/manual; do not treat as a primary legal instrument. Automated draft, not SME reviewed. No currentness or supersession conclusion."
25cf7004-77fb-4fa9-b8fd-90a447f86971,docs_Consolidated Guidelines -Handbook -2023 PDF.pdf,handbook,False,6,"Handbook cover/title. Automated draft, not SME reviewed. No currentness or supersession conclusion. 6 references have multiple target editions and remain unresolved; see the backfill review queue."
261d9d37-4247-4073-8c65-3e03b442d423,Establishment of Elephant Rescue and Rehabilitation Centre in Sarguja Forest Division_ Chhattisgarh 30.05.2017.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
2843a69c-665a-43a0-b620-3beb09849553,Provisions of Compensatory Afforestation providing that the UT States with more than 75_ of forest cover of their respective geographical areas 21.10.2019.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
28697147-e8bd-43cf-8643-948ead45fab2,1340429546_15-7-2004.docx,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion. 3 references have multiple target editions and remain unresolved; see the backfill review queue."
2955d429-424b-4be8-891f-d6989d88e999,Common guideline to be followed by FAC REC while considering the proposal under Forest _Conservation_ Act_ 1980. 29.01.2018-.pdf,guideline,False,1,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 11 references have multiple target editions and remain unresolved; see the backfill review queue."
2ba27e52-9a6e-495a-b908-c620742c0861,Suitability of land identified for raising compensatory afforestation 13.07.22.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
2baae830-445b-4893-9ee7-f2ecded4dea4,Mines and Minerals _Development and Regulation_ Amendment Act_ 2023 _16 of 2023_ appointed date 2023.pdf,unknown,False,1,"Insufficient evidence for a reliable primary-instrument classification. Automated draft, not SME reviewed. No currentness or supersession conclusion."
2de7c9ef-7173-4ee1-a92f-a84528e24c38,CREATI_1.PDF,guideline,False,1,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 8 references have multiple target editions and remain unresolved; see the backfill review queue."
2e564e7c-22b2-48d3-b17f-1e0e40682878,Forest Conservation issues emanating from the inclusion of new mineral to be mined out from the already approved area without changing land use of forest land 29.11.22.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
2f5d9211-409e-4127-9932-d2107ba28217,Clarification sought by the Government of Odisha to change the status of land 27.09.24.pdf,unknown,False,0,"Secondary explanatory material/manual; do not treat as a primary legal instrument. Automated draft, not SME reviewed. No currentness or supersession conclusion."
30371fe2-7907-41a7-b3c5-97695ab1eeae,Clarification on the guidelines dated 24.01.2022 issued MoEF 21.09.2023.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
3357a8b2-674f-49b7-9b5f-31fd10f88bfd,Authorization of Divisional Forest Officers to grant permission 18.08.25.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
34cd12de-3f09-4438-8900-38a074fa6ca5,Clarification on the extent of preparatory works permissible Railway 27.11.24.pdf,clarification,False,1,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
35979eb1-52d1-4a8e-add2-e3611bd19c07,Extended Reach Drilling _ERD_ Technology and the applicability 12.09.2023.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
3718394f-46a6-4f8c-961a-727df0fbf77f,Inviting-comments-from-all-concerned-stakeholders-on-Draft-National-Forest-Policy-2018_1.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
37407e7d-36aa-4c26-ab36-ce7c5d714751,Extension of the provisions of survey HEPS PSPs at Par Mining Activities 27.08.24.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
38be1cad-9c86-4dbc-8bd6-6b9ea011ed61,Preparation of compensatory afforestation over DFL 17.02.25.pdf,guideline,False,1,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
399123d3-cd7a-4c2f-ba35-a6239c5bd58b,Fortnightly Regional Coordination Meeting _FRCM_ on Linear Project 18.12.20.pdf,unknown,False,0,"Insufficient evidence for a reliable primary-instrument classification. Automated draft, not SME reviewed. No currentness or supersession conclusion."
3a3762ca-c7a6-4952-9780-8f06a4d909f5,1202641178_21-12-2004.docx,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
3bdd0466-8ec6-49d6-bafc-b15336f083b1,the_indian_forest_act__1927.pdf,act,False,0,"Instrument self-identification clause: the Indian Forest Act, 1927 Automated draft, not SME reviewed. No currentness or supersession conclusion."
3d87e747-9866-4005-9f84-895852acd957,Clarification on Guidelines issued by the Ministry 06.10.24.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
3dfa1798-1cc2-414d-8911-a443ae042c2e,1.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
4058c6a0-ee5a-4817-bc3c-b5366ef17997,FC-Change Scenario in Forest Clearance _ Parivesh 2.0.pdf,unknown,False,0,"Secondary explanatory material/manual; do not treat as a primary legal instrument. Automated draft, not SME reviewed. No currentness or supersession conclusion."
407751bc-c502-4196-bc94-d0152eef350a,Modification in the conditions stipulated in the approval granted under FC Act 1980 17.03.2023.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion. 4 references have multiple target editions and remain unresolved; see the backfill review queue."
41072258-0c0b-4b54-9b75-c2f7db57f99d,safety zone afforestation.docx,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
4342caeb-2441-4b33-99c1-554f22a5a4e0,Conduct of Joint Surveys by Revenue_ Forest and Mining Department 11.12.25.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
438d04c4-0c9c-4ea1-901d-3e9b0669c535,ensuring compliance of the Schedule Tribes and Other Traditional Forest Dwellers _Recognition of Forest Right_ Act-2006 23.09.2017.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
4411d45a-40e3-43ae-bec7-f00cc1ca3f50,Second Schedule to the Mines and Minerals _Development and Regulation_ Act_ 1957 during 2024.pdf,unknown,False,0,"Insufficient evidence for a reliable primary-instrument classification. Automated draft, not SME reviewed. No currentness or supersession conclusion."
448632da-3f30-4363-8e87-e6ddee28f931,guidelines on FC act 25.11.1994.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 4 references have multiple target editions and remain unresolved; see the backfill review queue."
44c4a057-e4f7-4f11-874c-889bf761a0c5,Restraining the quarrying of river bed material sand mining 29.08.24.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
45dc9d6e-8beb-4afd-819d-1e7d9595d29b,safety zone-9.1.2015.pdf,unknown,False,0,"Insufficient evidence for a reliable primary-instrument classification. Automated draft, not SME reviewed. No currentness or supersession conclusion."
46da747a-a665-4906-9e67-de145042f007,Upgradation widening of roads_ constructed prior to 1980 15.03.2023.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 3 references have multiple target editions and remain unresolved; see the backfill review queue."
47dd8713-e0d3-4c65-8dc5-3e68940e9d3b,Streamlining the approval process with regards to forest area SZ 17.01.25.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
47f2375e-cc31-4f15-9d3a-3b71c2d02096,FCAmendment2023-date of enactment.pdf,notification,False,0,"Commencement notification/covering correspondence; inspect attached operative notification. Automated draft, not SME reviewed. No currentness or supersession conclusion. 6 references have multiple target editions and remain unresolved; see the backfill review queue."
48595f32-c7c8-4d28-882c-e0f4dc67e558,inclusion of guidelines related to Tripatite Agreement for reafforestation and rehabilitation of degraded forest land 26.08.2019.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
4963086c-c925-462d-b359-f749c7378aa4,Rationalisation of Essential Details Sought _EDS_ workflow in the Forest.pdf,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
4af5dcf1-92cf-474c-aa1a-b37482a9028e,1022033821_14-9-2004.docx,notification,False,0,"Commencement notification/covering correspondence; inspect attached operative notification. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
4b887ab9-d4ec-475c-922a-bc128afe2eae,PROCES_3.PDF,instruction,False,1,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
4ba42aee-bee8-457b-95f9-661aeef1028a,4 Order dated 04.12.2006 in W.P. 460 of 2004 -Goa Foundation.pdf,judicial,False,0,"Court heading in opening excerpt; operative status still requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
4beecac4-34e1-49ce-9ba2-6e26c95bbc34,clarification on para 2.8 of guidelines 2013.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 4 references have multiple target editions and remain unresolved; see the backfill review queue."
4c4e726a-7243-48b3-a674-bfe7f6874995,REFUND_1.PDF,instruction,False,0,"Administrative correspondence; statutory authority requires review. Automated draft, not SME reviewed. No currentness or supersession conclusion."
4cd8f7b9-e8d1-469f-a75f-b91077f43c64,1722144502_4-10-2004.docx,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
4d2addfb-9095-47a6-a366-a672451c25eb,Transfer of approvals granted 21.09.2023.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 6 references have multiple target editions and remain unresolved; see the backfill review queue."
4e8b5cdf-8d76-47b2-ace2-c83da241533c,Clarification on use of forest land for residential purposes etc_ under the provisions of Forest _Conservation_ Act_ 1980 24.01.2022.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
4f4ea22f-6e6f-43c4-b5f0-6249f2633876,Clarification on the extension of Guidelines dated 30.09.2019_ issued for undertaking Seismic Survey for Hydrocarbon Sector_ to Coal Sector projects 14.01.2020.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
4f9508f2-9605-48b8-a441-c86003bae536,1353525669_guideline.docx,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
4fa82e02-d948-41b4-8804-c796354f4e98,Clarification on the applicability of provisions of compensatory 31.01.2023.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
500e4d2c-9350-4359-aa86-665959ed4dbd,Submission of proposals to obtain approval entire forest land mining lease 20.06.2016.docx,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 6 references have multiple target editions and remain unresolved; see the backfill review queue."
52e8bb8e-6258-4b80-924c-37060e2f6bd2,Clarification on guideline dated 01.04.2015 and 01.05.2015 issued by this ministry regarding extension of period of validity 20.09.2017.pdf,clarification,False,0,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 5 references have multiple target editions and remain unresolved; see the backfill review queue."
531bace7-f07f-4341-b421-4214adb4345d,0_0_91119124212151Checklist.pdf,unknown,False,0,"Insufficient evidence for a reliable primary-instrument classification. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
539590f2-cb9b-4f3d-b001-1aa2cffd0db9,Creation of Accredited CA in Govt. owned non-forest land 01.11.2023.pdf,guideline,False,0,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
5441c6c1-914e-439c-830f-bb5be6a48d49,Clarification sought by Andaman _ Nocobar islands Administration 13.05.25.pdf,clarification,False,1,"Ministry correspondence and clarification subject. Automated draft, not SME reviewed. No currentness or supersession conclusion."
568401db-e64c-449b-8b54-3d80285e1fd2,User Manual Parivesh-Common Application Form.pdf,unknown,False,0,"Secondary explanatory material/manual; do not treat as a primary legal instrument. Automated draft, not SME reviewed. No currentness or supersession conclusion."
56fe502b-c031-4e14-948b-d3be1f42bb83,Forest _Conservation_ Rules_ 1981 _as amended up to May 1992_.pdf,rules,False,0,"Primary instrument title; inspect edition. Automated draft, not SME reviewed. No currentness or supersession conclusion. 2 references have multiple target editions and remain unresolved; see the backfill review queue."
57043465-e496-4d58-8731-8c0ca112fd5f,Provisions and guidelines on compensatory afforestation 21.08.2023.pdf,guideline,False,2,"Ministry correspondence and guideline subject. Automated draft, not SME reviewed. No currentness or supersession conclusion. 1 references have multiple target editions and remain unresolved; see the backfill review queue."
